algorithm,dataset,rmse_test,log_mse_test,r2_test,model_size,training time (s)
*AFP,641_fri_c1_500_10,0.4896180774954983,0.2148902759901689,0.7646849703127461,46,1798.346321105957
*AFP,643_fri_c2_500_25,0.5157930130564918,0.2358958399990869,0.7129357489521007,37.5,1896.0029919147487
*AFP,644_fri_c4_250_25,0.508749732039678,0.2301797708410335,0.7072251288940651,41.5,1232.9487800598145
*AFP,645_fri_c3_500_50,0.7758373160122711,0.4712051202394727,0.3597470956530147,39.5,1936.2965211868288
*AFP,646_fri_c3_500_10,0.5073354217617384,0.2290375317751886,0.7451042010607647,38.5,1779.900857448578
*AFP,647_fri_c1_250_10,0.5324977781081899,0.2496327022866914,0.7174741603628568,42.5,1126.363993048668
*AFP,648_fri_c1_250_50,0.6342810904260201,0.3381226608301902,0.5813940686701793,41,947.9647570848464
*AFP_FE,1027_ESL,0.5377391866396718,0.2539935063371217,0.855070247650894,19.5,1154.97587621212
*AFP_FE,1028_SWD,0.6552308165171822,0.35720400000353,0.3246695832539753,34,2809.506318926811
*AFP_FE,1029_LEV,0.6398138144082441,0.3431369189958477,0.5582643472500892,38.5,2668.386499404907
*AFP_FE,1030_ERA,1.5622346605995066,1.235639229051126,0.3651016909352268,30.5,3073.7275836467743
*AFP_FE,1089_USCrime,21.63252007965845,6.150530111215818,0.7122588079879696,20,599.9825619459152
*AFP_FE,1096_FacultySalaries,2.098273184738734,1.686908149425351,0.8025174870822291,17.5,550.9632261991501
*AFP_FE,1193_BNG_lowbwt,484.0914991297248,12.364552140487495,0.5531027456217128,33,30926.46115875244
*AFP_FE,1199_BNG_echoMonths,11.953795749251247,4.969071585788332,0.4283066431543303,34.5,30603.866172909737
*AFP_FE,192_vineyard,3.476495835485854,2.5715447365277666,0.4114867900351014,27.5,655.4195836782455
*AFP_FE,210_cloud,0.5035100031279569,0.2259574471931101,0.7424108390316779,12.5,624.4152693748474
*AFP_FE,215_2dplanes,2.112523618533961,1.6979534314264622,0.7661491282896624,51,29866.356232881542
*AFP_FE,218_house_8L,36538.95204734338,21.01226830058649,0.5328159033393626,45,32150.84010744095
*AFP_FE,225_puma8NH,3.3072324713015235,2.479708715506566,0.6533825787610104,44.5,15438.945955514908
*AFP_FE,227_cpu_small,5.157884080983534,3.317952292130838,0.9202142970479962,17.5,17293.644778966904
*AFP_FE,228_elusage,11.833094711461197,4.948916831611262,0.6121370797922412,22,649.0295510292053
*AFP_FE,229_pwLinear,2.7623151322804618,2.155289103176798,0.6285623161515526,24,1072.682056427002
*AFP_FE,230_machine_cpu,64.3560787544527,8.32910420436007,0.8481023162056196,15,857.5351763963699
*AFP_FE,485_analcatdata_vehicle,228.83877746701936,10.866054549908345,0.3449556345287985,59,689.8871665000916
*AFP_FE,503_wind,3.732975435310342,2.703714522324726,0.685839256511642,19,9027.198429584503
*AFP_FE,519_vinnie,1.6220157738883043,1.289490237891776,0.7290113184171476,13.5,1118.123493552208
*AFP_FE,522_pm10,0.8028919971164374,0.4975188150122792,0.186149670973337,33.5,2126.535325407982
*AFP_FE,523_analcatdata_neavote,0.9376037157176882,0.6307933260874494,0.9413866696186196,15,827.6767696142197
*AFP_FE,527_analcatdata_election2000,15010.73979787662,19.233042425264856,0.9617253141432218,4.5,506.6504237651825
*AFP_FE,529_pollen,1.464497495630417,1.145735322585215,0.7767699381925313,21.5,8301.005336642265
*AFP_FE,537_houses,81569.95654657618,22.618432587312665,0.5093541618018893,26.5,20578.65572547913
*AFP_FE,542_pollution,46.02436000790359,7.658813621671795,0.3452540427619449,39.5,685.6933653354645
*AFP_FE,547_no2,0.5485991304054583,0.2631032266612209,0.419403063720265,44,1613.5454684495926
*AFP_FE,556_analcatdata_apnea2,1068.9763021340325,13.948914360158115,0.8963676816720949,61,2376.126060128212
*AFP_FE,557_analcatdata_apnea1,1226.5642547337673,14.223945166731705,0.8595192435823024,41,2290.129959821701
*AFP_FE,560_bodyfat,0.7130739630618782,0.4110988598827058,0.9932227525520194,13.5,857.2267806529999
*AFP_FE,561_cpu,43.2861166876666,7.536197470095185,0.9025290936473508,16,755.1632999181747
*AFP_FE,562_cpu_small,4.705932668405956,3.141813437074114,0.9343318509292386,28,17162.93192768097
*AFP_FE,579_fri_c0_250_5,0.4710989935401967,0.2004350636514542,0.737544730873986,39,1068.5264949798584
*AFP_FE,582_fri_c1_500_25,0.5148718656402436,0.2351456673230879,0.7227223197925986,47.5,1895.2279183864596
*AFP_FE,589_fri_c2_1000_25,0.5041402660439919,0.226463958931985,0.7219418623985203,41,3018.1928564310074
*AFP_FE,590_fri_c0_1000_50,0.5978761107554552,0.3056122447183342,0.6189960213124184,32.5,2834.98339343071
*AFP_FE,591_fri_c1_100_10,0.5156487900160843,0.2357783349225531,0.6567386492116589,35,803.4503611326218
*AFP_FE,593_fri_c1_1000_10,0.459910146397195,0.191873576284727,0.7719979855658031,39.5,2858.77242577076
*AFP_FE,594_fri_c2_100_5,0.5947622841526164,0.3028727388180645,0.6268096813505251,47,850.9702286720276
*AFP_FE,595_fri_c0_1000_10,0.4929952601723818,0.2175634728359674,0.7462389299066663,45,2472.5354739427567
*AFP_FE,596_fri_c2_250_5,0.515060995447829,0.2352996291292048,0.7366724387664598,49,1191.5574001073835
*AFP_FE,597_fri_c2_500_5,0.4475063869123732,0.1825398382416316,0.7930617190793465,53,1765.0461102724075
*AFP_FE,598_fri_c0_1000_25,0.5018130150523306,0.224595538331408,0.7391694043510867,36,2412.841537594795
*AFP_FE,599_fri_c2_1000_5,0.4184256445216983,0.1613362473993194,0.8164570232513417,52,2953.7496213912964
*AFP_FE,601_fri_c1_250_5,0.5195275694337382,0.2389451619932054,0.7275944130879797,41,1284.3689869642258
*AFP_FE,602_fri_c3_250_10,0.5935720105408151,0.3018273533470784,0.7253436045457023,53,1207.3914966583252
*AFP_FE,603_fri_c0_250_50,0.7051231800800083,0.4035958281499125,0.5076426564029013,30,1194.3547942638395
*AFP_FE,604_fri_c4_500_10,0.5415329391921718,0.2571645572595661,0.6958436361795457,45,1763.306951880455
*AFP_FE,605_fri_c2_250_25,0.6366854753704704,0.3402994709417035,0.5659459025828097,28.5,1310.5037989616394
*AFP_FE,606_fri_c2_1000_10,0.541299823502162,0.2569693526217226,0.7032807527529671,38.5,3116.6831682920456
*AFP_FE,607_fri_c4_1000_50,0.5336152518400047,0.25056043954437,0.7267711574498988,42.5,3291.6963146924973
*AFP_FE,608_fri_c3_1000_10,0.4646505107521422,0.195484623213502,0.7792723948646374,51.5,3025.9856032133102
*AFP_FE,609_fri_c0_1000_5,0.4492511632752296,0.1838425725495808,0.8067181325743701,33,2405.652600288391
*AFP_FE,611_fri_c3_100_5,0.6903670351720876,0.3897466466523786,0.5538047464749879,40.5,851.6689342260361
*AFP_FE,612_fri_c1_1000_5,0.4483147342212391,0.1831429701081989,0.8055741568451283,43.5,3170.35206758976
*AFP_FE,613_fri_c3_250_5,0.5014630857899451,0.2243150459742812,0.7625886399567184,36,1114.1084995269775
*AFP_FE,615_fri_c4_250_10,0.6228595797695211,0.3278307607519458,0.4981759597577672,38.5,1141.215689778328
*AFP_FE,616_fri_c4_500_50,0.6149870469487597,0.320784879454049,0.6540309428503848,55.5,1985.1901681423187
*AFP_FE,617_fri_c3_500_5,0.4743922843685759,0.2029800591203679,0.7555472404504835,53,1841.750278353691
*AFP_FE,618_fri_c3_1000_50,0.4970005370202396,0.2207483120563292,0.7543556530180222,42,3170.32217502594
*AFP_FE,620_fri_c1_1000_25,0.4967291600681761,0.2205320310312518,0.7252849940931149,47.5,3151.109864115715
*AFP_FE,621_fri_c0_100_10,0.507830196659535,0.2294369134140067,0.697670374434362,29,813.2550362348557
*AFP_FE,623_fri_c4_1000_10,0.4467793937076475,0.1819980266652038,0.789235957786052,47,2874.139332175255
*AFP_FE,624_fri_c0_100_5,0.4857266688783159,0.2118240442294821,0.755854221620065,43,745.3125811815262
*AFP_FE,626_fri_c2_500_50,0.5656190417787755,0.27757484136064,0.6773466746719068,54,1929.405789732933
*AFP_FE,627_fri_c2_500_10,0.5412861634645691,0.2569579155088419,0.7026659909734331,55,1901.9222223758695
*AFP_FE,628_fri_c3_1000_5,0.4311376558772964,0.1704848437555834,0.8233470919489131,48.5,3101.2922476530075
*AFP_FE,631_fri_c1_500_5,0.5074122952890079,0.2290995689032147,0.7620518793329916,29.5,1823.610283255577
*AFP_FE,633_fri_c0_500_25,0.5317006328638626,0.2489715682502827,0.6856753536182889,29.5,1579.9574720859528
*AFP_FE,634_fri_c2_100_10,0.6831201013552564,0.3829829837192546,0.5625271814574132,32,856.7694109678268
*AFP_FE,635_fri_c0_250_10,0.6361943758404385,0.339854569970804,0.5671746492598644,15.5,998.1610161066056
*AFP_FE,637_fri_c1_500_50,0.5959010001678168,0.303873777916254,0.6228708291926071,34,2031.5435338020325
*AFP_FE,641_fri_c1_500_10,0.4731145172697532,0.2019912883737718,0.7776832801898902,47.5,1803.862087607384
*AFP_FE,643_fri_c2_500_25,0.4768493593066266,0.2048861437113714,0.7513186497454717,48.5,1917.4244220256803
*AFP_FE,644_fri_c4_250_25,0.5552877294589922,0.2687625688901262,0.6547904962847277,43.5,1255.5313341617584
*AFP_FE,645_fri_c3_500_50,0.7227965313608847,0.4203109122947339,0.5111553986005908,35.5,1986.3946704864504
*AFP_FE,646_fri_c3_500_10,0.5226716105995965,0.2415221161159394,0.7036879500976432,40,1837.779825091362
*AFP_FE,647_fri_c1_250_10,0.5016297683329719,0.224448638899037,0.7630567678754859,34.5,1146.5862954854963
*AFP_FE,648_fri_c1_250_50,0.6382479379304267,0.341715914674349,0.596903667484723,45.5,1318.5534899234772
*AIFeynman,1027_ESL,0.8636862902477893,0.5573011156970389,0.6455802672701156,11.5,69643.0692486763
*AIFeynman,1028_SWD,0.8074651695275027,0.501986675098834,-0.063602034,1,9744.098350048063
*AIFeynman,1029_LEV,0.9767292357410262,0.6698785535956416,-0.042025048,1,6689.84159719944
*AIFeynman,1030_ERA,1.997998998995585,1.6078366310645946,-0.007698885,1,6975.595732092857
*AIFeynman,1089_USCrime,45.06491706845382,7.616700387737462,-0.19303928,2849,10221.345759272575
*AIFeynman,1096_FacultySalaries,11.2703551009606,4.852193563880364,-3.66131341,400,137944.25964689255
*AIFeynman,1193_BNG_lowbwt,720.4323106011547,13.159704853123673,0.0061797499912188,11.5,9663.787147641182
*AIFeynman,1199_BNG_echoMonths,19.860664807440493,5.980014258529067,-0.582067962,4,8737.483479499817
*AIFeynman,192_vineyard,3.963760299744707,2.816090864782439,-0.09223638,14,42842.21329188347
*AIFeynman,210_cloud,7.753566282183677,4.11280298733639,-52.92043806,742,137617.5534453392
*AIFeynman,215_2dplanes,1.1574942236620949,0.8500624116961029,0.9308612378784992,6182,12574.44749724865
*AIFeynman,218_house_8L,310436.12415458134,25.291466879777644,-33.18477797,9.5,163834.1031551361
*AIFeynman,225_puma8NH,7.404429491341871,4.022232117283423,-0.742904007,4,7985.483404874802
*AIFeynman,227_cpu_small,18.198756862597588,5.80572139736727,0.0484531787648884,8,7906.177841305733
*AIFeynman,228_elusage,12.212916324515986,5.011670259332448,0.6220782558582314,12.5,128869.8851940632
*AIFeynman,229_pwLinear,2.6352368583229,2.072476504457453,0.6994478313751222,1452,84613.85875582695
*AIFeynman,230_machine_cpu,257.26930250328223,11.10026192033147,-0.109447813,1260,7304.719852685928
*AIFeynman,485_analcatdata_vehicle,415.9741893725375,12.061252206294451,-1.169768183,400,69682.87620425224
*AIFeynman,503_wind,6.5544739211426055,3.783305797607688,0.0002595602145465,10,22076.63647568226
*AIFeynman,519_vinnie,2.360428610253606,1.882760868054356,0.432344173390558,11.5,108552.64912629128
*AIFeynman,522_pm10,10.233010757308842,4.660742150808762,-136.464616,2004,143213.8524544239
*AIFeynman,523_analcatdata_neavote,0.959188630325177,0.6523474923248037,0.9364892016964126,12,2705.954871892929
*AIFeynman,527_analcatdata_election2000,4033.5017718134864,16.604780468768837,0.9963300374106716,28,85302.1194652319
*AIFeynman,529_pollen,4.217834285218195,2.933331522160831,-0.754690075,135,7526.236074924469
*AIFeynman,537_houses,83475.97147475132,22.664628205456907,0.4724754570625684,3033,7404.176305532455
*AIFeynman,542_pollution,72.90925193355444,8.578619189458696,-0.864261272,542,29243.511543035507
*AIFeynman,547_no2,5.597657405471447,3.476112146312652,-55.23479423,2004,144064.74456644058
*AIFeynman,556_analcatdata_apnea2,3377.210359294309,16.249610708099954,-0.077661422,1,6618.124957442284
*AIFeynman,557_analcatdata_apnea1,3545.142931302224,16.34666759412609,-0.07655238,1,6289.351930260658
*AIFeynman,560_bodyfat,0.2973083749586734,0.0847016255685528,0.998869353000265,11,58941.18720841408
*AIFeynman,561_cpu,134.5862446301425,9.804465641171488,0.3666547361998216,11,142368.31984972954
*AIFeynman,562_cpu_small,18.198756862597588,5.80572139736727,0.0484531787648884,8,7962.84037065506
*AIFeynman,579_fri_c0_250_5,1.0123108422335414,0.7054577146851493,-0.041318764,742,132763.51382517815
*AIFeynman,582_fri_c1_500_25,1.0731188175476831,0.7662043134709667,-0.244308664,1427,12372.302537441254
*AIFeynman,589_fri_c2_1000_25,1.2031151652829597,0.8950614165233978,-0.587268138,11333.5,9002.679785490036
*AIFeynman,590_fri_c0_1000_50,0.9356795419761316,0.6288732672227292,0.1217147913880064,2302,15033.031165122986
*AIFeynman,591_fri_c1_100_10,1.2182008918862062,0.9098755638120274,-1.527868243,1452,168943.58140063286
*AIFeynman,593_fri_c1_1000_10,1.5432565413077333,1.2183610213833933,-1.508569771,6182,169060.92397916317
*AIFeynman,594_fri_c2_100_5,2.3039053126669264,1.8418154493325916,-4.658937199,742,68593.16506195068
*AIFeynman,595_fri_c0_1000_10,0.7272030384925039,0.4244989819451417,0.4385947504265318,6182,232205.08604764935
*AIFeynman,596_fri_c2_250_5,2.5127691942816086,1.989791553487796,-5.432995714,742,70685.19922423363
*AIFeynman,597_fri_c2_500_5,0.6688133709620517,0.3697075766688932,0.5213947542645696,745,7271.192654132843
*AIFeynman,598_fri_c0_1000_25,1.1341845138731173,0.8269673802611388,-0.364968239,16987,8760.67553973198
*AIFeynman,599_fri_c2_1000_5,0.6555761196430826,0.3575206203060486,0.5644863927589906,743,7273.148622751236
*AIFeynman,601_fri_c1_250_5,1.9225390648073464,1.5467443987745308,-2.940803526,742,144346.48940074444
*AIFeynman,602_fri_c3_250_10,1.4843894476788744,1.1642165018729913,-1.068030759,1452,161691.46681678295
*AIFeynman,603_fri_c0_250_50,1.4657942349844584,1.1469428994221156,-1.206791779,2653,8320.82156920433
*AIFeynman,604_fri_c4_500_10,1.7022767358569686,1.360398459261238,-1.977475953,6182,116599.0828267336
*AIFeynman,605_fri_c2_250_25,1.5430616151454135,1.2181831025215275,-1.3805605,13326,10748.928246736526
*AIFeynman,606_fri_c2_1000_10,1.7187890327472704,1.3747873433789628,-1.853807773,6182,419655.05066394806
*AIFeynman,607_fri_c4_1000_50,0.9880127479425918,0.6811602181790383,0.0064724047380857,310,8501.969988107681
*AIFeynman,608_fri_c3_1000_10,1.781068294772342,1.4284444982225726,-2.178210236,6182,159723.39910554886
*AIFeynman,609_fri_c0_1000_5,0.2366227665204007,0.0544790314881663,0.9457424446688402,742,115958.31308150291
*AIFeynman,611_fri_c3_100_5,2.9152612264679583,2.251160002400437,-7.913728464,742,7296.350595593452
*AIFeynman,612_fri_c1_1000_5,0.7049171395742319,0.4034017633193064,0.5249634539360358,743,7278.751075983047
*AIFeynman,613_fri_c3_250_5,2.5773393249147145,2.03374806476376,-5.844634566,742,145616.35201895237
*AIFeynman,615_fri_c4_250_10,2.065168188443356,1.661065883657209,-3.399184732,1452,167263.1439255476
*AIFeynman,616_fri_c4_500_50,1.0074212301898888,0.7005683430075758,0.0322433988040178,235,7732.109185695648
*AIFeynman,617_fri_c3_500_5,0.7062446192690088,0.4046524194638063,0.4048153564442185,743,7259.5578281879425
*AIFeynman,618_fri_c3_1000_50,0.9429327850688044,0.6361122964086262,0.142612870081008,308,10541.687090158464
*AIFeynman,620_fri_c1_1000_25,1.286169360403021,0.976155205515446,-0.667768523,29702,10196.681782245636
*AIFeynman,621_fri_c0_100_10,1.4654902513793255,1.14665985238055,-1.014692626,262,166695.4265590906
*AIFeynman,623_fri_c4_1000_10,1.9353083477545727,1.557179605390217,-3.002712236,6182,369472.4233136177
*AIFeynman,624_fri_c0_100_5,0.8633277810787144,0.5569464327074455,0.1816413135148702,742,134524.70075666904
*AIFeynman,626_fri_c2_500_50,1.4707404368856076,1.1515454247985917,-1.662874588,156,7864.762713313103
*AIFeynman,627_fri_c2_500_10,1.553318887005886,1.227532941194272,-1.218657211,6182,249679.20943176743
*AIFeynman,628_fri_c3_1000_5,0.7165214452470748,0.4143607453430522,0.4749045770007886,745,7258.666574478149
*AIFeynman,631_fri_c1_500_5,0.8203260630053355,0.5145794790144005,0.3666979603171542,745,7260.16739153862
*AIFeynman,633_fri_c0_500_25,1.089378543837481,0.7824144165813771,-0.288719725,3857,9018.713227033615
*AIFeynman,634_fri_c2_100_10,1.769943359753659,1.4189308246200876,-2.177213535,1156,170042.82382571697
*AIFeynman,635_fri_c0_250_10,0.6570727164641647,0.3588936690519076,0.4738650232854401,1452,7806.051055192947
*AIFeynman,637_fri_c1_500_50,1.4663218915809626,1.147434163360019,-1.186322918,5304,7519.946637868881
*AIFeynman,641_fri_c1_500_10,1.481420194252276,1.1614636974123471,-1.042792814,6182,402901.8136378527
*AIFeynman,643_fri_c2_500_25,1.4743466233846727,1.1548974587501746,-0.868907852,11681,15519.690639972689
*AIFeynman,644_fri_c4_250_25,1.3144780539914698,1.0035146895561486,-0.934849257,1404,13890.386767864227
*AIFeynman,645_fri_c3_500_50,1.169590029120376,0.8620207320043162,-0.301287913,235.5,12808.530904889109
*AIFeynman,646_fri_c3_500_10,1.2926859598027611,0.9824667830290018,-1.099679622,6182,212518.18815481663
*AIFeynman,647_fri_c1_250_10,1.476795878011875,1.1571723699042704,-1.239546875,1452,162019.90425658226
*AIFeynman,648_fri_c1_250_50,1.238466309487439,0.9297196784843212,-0.486764002,5303,9403.788477420809
*BSR,1027_ESL,0.5964553708908483,0.3043614520900223,0.8363750660583806,26.5,7200.013768196106
*BSR,1028_SWD,0.7374848810101734,0.4343012866784133,0.1104401009036782,13,52189.47385835648
*BSR,1029_LEV,0.7272486657026913,0.4245423885910904,0.4417105414334465,18.5,7200.0070104599
*BSR,1030_ERA,1.780054654637654,1.4275789462679236,0.201154643497169,13,115509.44638681412
*BSR,1089_USCrime,36.41878452240407,7.190923076979165,0.1757859493199197,47,7200.0214294195175
*BSR,1096_FacultySalaries,2.1167055641466925,1.7011858358922989,0.6950681403272146,57,7200.014378666878
*BSR,1193_BNG_lowbwt,485.696760664925,12.371173198879289,0.5506791621361089,24,171551.41792547703
*BSR,1199_BNG_echoMonths,12.395967238759988,5.041229183650118,0.392076933744416,17.5,49899.5445805788
*BSR,192_vineyard,4.624390857155182,3.1083906806917474,-0.229886502,46,7200.029307484627
*BSR,210_cloud,0.6894940279015997,0.388930504867683,0.5654993687840904,47,7200.012441396713
*BSR,215_2dplanes,2.9482959736689573,2.2713471440547384,0.5518463840185959,20,94622.34811770916
*BSR,218_house_8L,49359.727693462286,21.613780284048367,0.1090048799052949,11,7200.029504418373
*BSR,225_puma8NH,4.787544430579511,3.1747392462939934,0.2675039601057988,14,151201.27320694923
*BSR,227_cpu_small,4.662966254851956,3.1242685868734563,0.938283795974116,14.5,7200.051407456398
*BSR,228_elusage,12.352185126618012,5.034198667073673,0.6347182788486474,47,7200.011824011803
*BSR,229_pwLinear,3.6463658616277432,2.659978658441576,0.367879236153716,18.5,7200.0075496435165
*BSR,230_machine_cpu,74.14795102879066,8.61230674130252,0.8312618937469751,40,7200.014421820641
*BSR,485_analcatdata_vehicle,184.94976346770693,10.44019771261332,0.4491988736544262,48.5,7200.012567996979
*BSR,503_wind,4.082050545349077,2.871479792925617,0.6084120983720436,13,7200.104282259941
*BSR,519_vinnie,1.6202405122155363,1.2879037539589069,0.7309083112205168,27,7200.006766080856
